hospitalizados;uci;fallecidos;altas
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
26.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
30.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
33.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
38.0;2.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
49.0;2.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
58.0;2.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
63.0;3.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
73.0;3.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
78.0;3.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
85.0;3.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
88.0;3.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
1.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
93.0;3.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;1.0;0;0.0
0.0;0.0;0;0.0
1.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
0.0;0.0;0;0.0
105.0;5.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;2.0;0;0.0
0.0;0.0;0;0.0
0.0;1.0;0;0.0
0.0;0.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
1.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
117.0;6.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
4.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
130.0;8.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;2;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
4.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
138.0;8.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;2;0.0
4.0;1.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
146.0;9.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;10;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;2;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;1.0;0;11.0
0.0;3.0;2;0.0
7.0;1.0;0;0.0
0.0;1.0;0;1.0
0.0;0.0;0;4.0
0.0;0.0;0;0.0
0.0;2.0;0;0.0
21.0;2.0;1;2.0
16.0;5.0;1;2.0
153.0;9.0;0;1.0
0.0;0.0;0;1.0
0.0;2.0;0;0.0
0.0;61.0;9;0.0
0.0;0.0;0;0.0
0.0;1.0;0;0.0
0.0;5.0;2;2.0
0.0;1.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
0.0;1.0;0;11.0
0.0;3.0;1;0.0
11.0;1.0;0;1.0
0.0;1.0;0;1.0
0.0;1.0;0;5.0
0.0;0.0;0;0.0
0.0;2.0;0;0.0
31.0;3.0;0;2.0
31.0;7.0;1;5.0
171.0;10.0;0;1.0
0.0;0.0;0;1.0
0.0;2.0;0;0.0
0.0;120.0;23;109.0
0.0;0.0;0;0.0
0.0;2.0;0;0.0
0.0;5.0;0;2.0
0.0;1.0;1;0.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
32.0;3.0;0;11.0
22.0;3.0;0;0.0
13.0;2.0;0;1.0
8.0;1.0;0;1.0
10.0;1.0;0;5.0
0.0;0.0;0;0.0
24.0;5.0;0;0.0
46.0;5.0;2;2.0
50.0;8.0;2;6.0
200.0;12.0;0;1.0
1.0;1.0;1;1.0
7.0;2.0;0;0.0
571.0;184.0;25;157.0
5.0;0.0;0;0.0
10.0;3.0;0;0.0
102.0;15.0;5;2.0
13.0;1.0;0;1.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
50.0;4.0;0;11.0
28.0;3.0;3;0.0
15.0;2.0;1;1.0
8.0;2.0;3;1.0
15.0;3.0;0;5.0
3.0;0.0;0;6.0
25.0;7.0;1;0.0
72.0;9.0;1;2.0
74.0;16.0;5;12.0
232.0;15.0;0;1.0
3.0;1.0;0;3.0
7.0;2.0;0;0.0
868.0;238.0;38;157.0
5.0;1.0;0;0.0
17.0;3.0;0;0.0
146.0;18.0;3;2.0
21.0;1.0;0;1.0
0.0;0.0;0;0.0
0.0;0.0;0;0.0
92.0;8.0;2;11.0
30.0;3.0;0;0.0
18.0;2.0;0;1.0
8.0;2.0;0;1.0
15.0;3.0;1;5.0
3.0;0.0;0;7.0
25.0;8.0;2;1.0
128.0;10.0;5;2.0
137.0;22.0;11;19.0
271.0;22.0;2;2.0
3.0;1.0;0;3.0
15.0;6.0;0;0.0
1290.0;307.0;48;157.0
8.0;2.0;0;0.0
28.0;4.0;0;0.0
179.0;20.0;6;2.0
27.0;2.0;1;1.0
0.0;0.0;0;0.0
3.0;0.0;0;0.0
92.0;8.0;5;11.0
42.0;5.0;1;0.0
24.0;2.0;0;1.0
8.0;2.0;0;1.0
15.0;6.0;0;7.0
3.0;0.0;0;7.0
25.0;15.0;5;2.0
191.0;22.0;8;5.0
200.0;29.0;12;32.0
307.0;29.0;7;2.0
3.0;1.0;0;4.0
32.0;6.0;1;3.0
1699.0;370.0;62;474.0
8.0;2.0;0;0.0
28.0;4.0;1;0.0
179.0;22.0;2;5.0
38.0;2.0;0;1.0
0.0;0.0;0;0.0
3.0;0.0;0;0.0
92.0;8.0;4;11.0
59.0;5.0;1;0.0
28.0;3.0;0;1.0
8.0;2.0;0;1.0
15.0;6.0;1;7.0
3.0;0.0;0;10.0
45.0;22.0;4;3.0
247.0;56.0;11;5.0
287.0;40.0;7;39.0
339.0;37.0;4;2.0
7.0;1.0;1;4.0
32.0;6.0;1;4.0
2207.0;469.0;79;474.0
13.0;2.0;0;0.0
34.0;4.0;1;0.0
262.0;29.0;14;5.0
58.0;7.0;1;1.0
0.0;0.0;0;0.0
4.0;0.0;0;0.0
197.0;11.0;5;11.0
64.0;7.0;4;0.0
39.0;3.0;0;3.0
21.0;4.0;0;1.0
40.0;9.0;1;7.0
18.0;2.0;0;10.0
95.0;29.0;11;5.0
319.0;78.0;12;12.0
375.0;52.0;19;45.0
390.0;47.0;4;2.0
9.0;2.0;2;4.0
49.0;8.0;1;4.0
2747.0;566.0;109;474.0
13.0;2.0;0;1.0
58.0;5.0;1;0.0
262.0;29.0;5;5.0
64.0;13.0;2;2.0
0.0;0.0;0;0.0
4.0;0.0;0;0.0
229.0;13.0;8;11.0
74.0;9.0;0;0.0
57.0;6.0;0;3.0
