data;codice_regione;codice_provincia;totale_casi
18438.0;4;21;2634
18438.0;4;881;0
18438.0;4;981;0
18438.0;4;22;4855
18438.0;4;896;0
18438.0;4;996;0
18439.0;4;21;2634
18439.0;4;881;0
18439.0;4;981;0
18439.0;4;22;4859
18439.0;4;896;0
18439.0;4;996;0
18440.0;4;21;2636
18440.0;4;881;0
18440.0;4;981;0
18440.0;4;22;4860
18440.0;4;896;0
18440.0;4;996;0
18441.0;4;21;2637
18441.0;4;881;0
18441.0;4;981;0
18441.0;4;22;4863
18441.0;4;896;0
18441.0;4;996;0
18442.0;4;21;2639
18442.0;4;881;0
18442.0;4;981;0
18442.0;4;22;4863
18442.0;4;896;0
18442.0;4;996;0
18443.0;4;21;2639
18443.0;4;881;0
18443.0;4;981;0
18443.0;4;22;4863
18443.0;4;896;0
18443.0;4;996;0
18268.0;4;21;2642
18268.0;4;881;0
18268.0;4;981;0
18268.0;4;22;4864
18268.0;4;896;0
18268.0;4;996;0
18299.0;4;21;2642
18299.0;4;881;0
18299.0;4;981;0
18299.0;4;22;4865
18299.0;4;896;0
18299.0;4;996;0
18328.0;4;21;2642
18328.0;4;881;0
18328.0;4;981;0
18328.0;4;22;4871
18328.0;4;896;0
18328.0;4;996;0
18359.0;4;21;2645
18359.0;4;881;0
18359.0;4;981;0
18359.0;4;22;4873
18359.0;4;896;0
18359.0;4;996;0
18389.0;4;21;2647
18389.0;4;881;0
18389.0;4;981;0
18389.0;4;22;4873
18389.0;4;896;0
18389.0;4;996;0
18420.0;4;21;2647
18420.0;4;881;0
18420.0;4;981;0
18420.0;4;22;4873
18420.0;4;896;0
18420.0;4;996;0
18450.0;4;21;2648
18450.0;4;881;0
18450.0;4;981;0
18450.0;4;22;4876
18450.0;4;896;0
18450.0;4;996;0
18481.0;4;21;2650
18481.0;4;881;0
18481.0;4;981;0
18481.0;4;22;4876
18481.0;4;896;0
18481.0;4;996;0
18512.0;4;21;2653
18512.0;4;881;0
18512.0;4;981;0
18512.0;4;22;4876
18512.0;4;896;0
18512.0;4;996;0
18542.0;4;21;2658
18542.0;4;881;0
18542.0;4;981;0
18542.0;4;22;4879
18542.0;4;896;0
18542.0;4;996;0
18573.0;4;21;2661
18573.0;4;881;0
18573.0;4;981;0
18573.0;4;22;4881
18573.0;4;896;0
18573.0;4;996;0
18603.0;4;21;2666
18603.0;4;881;0
18603.0;4;981;0
18603.0;4;22;4881
18603.0;4;896;0
18603.0;4;996;0
18456.0;4;21;2673
18456.0;4;881;0
18456.0;4;981;0
18456.0;4;22;4881
18456.0;4;896;0
18456.0;4;996;0
18457.0;4;21;2674
18457.0;4;881;0
18457.0;4;981;0
18457.0;4;22;4881
18457.0;4;896;0
18457.0;4;996;0
18458.0;4;21;2677
18458.0;4;881;0
18458.0;4;981;0
18458.0;4;22;4881
18458.0;4;896;0
18458.0;4;996;0
18459.0;4;21;2678
18459.0;4;881;0
18459.0;4;981;0
18459.0;4;22;4881
18459.0;4;896;0
18459.0;4;996;0
18460.0;4;21;2682
18460.0;4;881;0
18460.0;4;981;0
18460.0;4;22;4881
18460.0;4;896;0
18460.0;4;996;0
18461.0;4;21;2683
18461.0;4;881;0
18461.0;4;981;0
18461.0;4;22;4884
18461.0;4;896;0
18461.0;4;996;0
18462.0;4;21;2684
18462.0;4;881;0
18462.0;4;981;0
18462.0;4;22;4885
18462.0;4;896;0
18462.0;4;996;0
18463.0;4;21;2684
18463.0;4;881;0
18463.0;4;981;0
18463.0;4;22;4889
18463.0;4;896;0
18463.0;4;996;0
18464.0;4;21;2685
18464.0;4;881;0
18464.0;4;981;0
18464.0;4;22;4891
18464.0;4;896;0
18464.0;4;996;0
18465.0;4;21;2685
18465.0;4;881;0
18465.0;4;981;0
18465.0;4;22;4911
18465.0;4;896;0
18465.0;4;996;0
18466.0;4;21;2686
18466.0;4;881;0
18466.0;4;981;0
18466.0;4;22;4941
18466.0;4;896;0
18466.0;4;996;0
18467.0;4;21;2687
18467.0;4;881;0
18467.0;4;981;0
18467.0;4;22;4957
18467.0;4;896;0
18467.0;4;996;0
18468.0;4;21;2693
18468.0;4;881;0
18468.0;4;981;0
18468.0;4;22;4959
18468.0;4;896;0
18468.0;4;996;0
18469.0;4;21;2698
18469.0;4;881;0
18469.0;4;981;0
18469.0;4;22;4965
18469.0;4;896;0
18469.0;4;996;0
18470.0;4;21;2700
18470.0;4;881;0
18470.0;4;981;0
18470.0;4;22;4966
18470.0;4;896;0
18470.0;4;996;0
18471.0;4;21;2692
18471.0;4;881;0
18471.0;4;981;0
18471.0;4;22;4966
18471.0;4;896;0
18471.0;4;996;0
18472.0;4;21;2696
18472.0;4;881;0
18472.0;4;981;0
18472.0;4;22;4970
18472.0;4;896;0
18472.0;4;996;0
18473.0;4;21;2702
18473.0;4;881;0
18473.0;4;981;0
18473.0;4;22;4973
18473.0;4;896;0
18473.0;4;996;0
18474.0;4;21;2717
18474.0;4;881;0
18474.0;4;981;0
18474.0;4;22;4975
18474.0;4;896;0
18474.0;4;996;0
18269.0;4;21;2725
18269.0;4;881;0
18269.0;4;981;0
18269.0;4;22;4975
18269.0;4;896;0
18269.0;4;996;0
18300.0;4;21;2728
18300.0;4;881;0
18300.0;4;981;0
18300.0;4;22;4979
18300.0;4;896;0
18300.0;4;996;0
18329.0;4;21;2734
18329.0;4;881;0
18329.0;4;981;0
18329.0;4;22;4981
18329.0;4;896;0
18329.0;4;996;0
18360.0;4;21;2740
18360.0;4;881;0
18360.0;4;981;0
18360.0;4;22;4983
18360.0;4;896;0
18360.0;4;996;0
18390.0;4;21;2745
18390.0;4;881;0
18390.0;4;981;0
18390.0;4;22;4984
18390.0;4;896;0
18390.0;4;996;0
18421.0;4;21;2757
18421.0;4;881;0
