data;codice_regione;codice_provincia;totale_casi
18316.0;11;41;0
18316.0;11;42;0
18316.0;11;43;0
18316.0;11;44;0
18316.0;11;109;0
18316.0;11;989;0
18317.0;11;41;0
18317.0;11;42;0
18317.0;11;43;0
18317.0;11;44;0
18317.0;11;109;0
18317.0;11;989;0
18318.0;11;41;1
18318.0;11;42;0
18318.0;11;43;0
18318.0;11;44;0
18318.0;11;109;0
18318.0;11;989;0
18319.0;11;41;3
18319.0;11;42;0
18319.0;11;43;0
18319.0;11;44;0
18319.0;11;109;0
18319.0;11;989;0
18320.0;11;41;6
18320.0;11;42;0
18320.0;11;43;0
18320.0;11;44;0
18320.0;11;109;0
18320.0;11;989;0
18321.0;11;41;11
18321.0;11;42;0
18321.0;11;43;0
18321.0;11;44;0
18321.0;11;109;0
18321.0;11;989;0
18264.0;11;41;24
18264.0;11;42;1
18264.0;11;43;0
18264.0;11;44;0
18264.0;11;109;0
18264.0;11;989;0
18295.0;11;41;33
18295.0;11;42;2
18295.0;11;43;0
18295.0;11;44;0
18295.0;11;109;0
18295.0;11;989;0
18324.0;11;41;55
18324.0;11;42;5
18324.0;11;43;1
18324.0;11;44;0
18324.0;11;109;0
18324.0;11;989;0
18355.0;11;41;72
18355.0;11;42;9
18355.0;11;43;2
18355.0;11;44;0
18355.0;11;109;1
18355.0;11;989;0
18385.0;11;41;100
18385.0;11;42;19
18385.0;11;43;2
18385.0;11;44;0
18385.0;11;109;3
18385.0;11;989;0
18416.0;11;41;126
18416.0;11;42;23
18416.0;11;43;7
18416.0;11;44;0
18416.0;11;109;3
18416.0;11;989;0
18446.0;11;41;159
18446.0;11;42;38
18446.0;11;43;7
18446.0;11;44;0
18446.0;11;109;3
18446.0;11;989;0
18477.0;11;41;204
18477.0;11;42;54
18477.0;11;43;9
18477.0;11;44;0
18477.0;11;109;5
18477.0;11;989;0
18508.0;11;41;246
18508.0;11;42;63
18508.0;11;43;9
18508.0;11;44;0
18508.0;11;109;5
18508.0;11;989;0
18538.0;11;41;296
18538.0;11;42;81
18538.0;11;43;11
18538.0;11;44;0
18538.0;11;109;6
18538.0;11;989;0
18569.0;11;41;342
18569.0;11;42;110
18569.0;11;43;17
18569.0;11;44;1
18569.0;11;109;8
18569.0;11;989;1
18599.0;11;41;403
18599.0;11;42;142
18599.0;11;43;32
18599.0;11;44;1
18599.0;11;109;11
18599.0;11;989;3
18334.0;11;41;496
18334.0;11;42;158
18334.0;11;43;48
18334.0;11;44;2
18334.0;11;109;16
18334.0;11;989;5
18335.0;11;41;591
18335.0;11;42;215
18335.0;11;43;58
18335.0;11;44;7
