data;codice_regione;codice_provincia;totale_casi
18316.0;6;30;0
18316.0;6;31;0
18316.0;6;32;0
18316.0;6;93;0
18316.0;6;985;0
18317.0;6;30;0
18317.0;6;31;0
18317.0;6;32;0
18317.0;6;93;0
18317.0;6;985;0
18318.0;6;30;0
18318.0;6;31;0
18318.0;6;32;0
18318.0;6;93;0
18318.0;6;985;0
18319.0;6;30;0
18319.0;6;31;0
18319.0;6;32;0
18319.0;6;93;0
18319.0;6;985;0
18320.0;6;30;0
18320.0;6;31;0
18320.0;6;32;0
18320.0;6;93;0
18320.0;6;985;0
18321.0;6;30;0
18321.0;6;31;0
18321.0;6;32;0
18321.0;6;93;0
18321.0;6;985;0
18264.0;6;30;0
18264.0;6;31;0
18264.0;6;32;6
18264.0;6;93;0
18264.0;6;985;0
18295.0;6;30;0
18295.0;6;31;0
18295.0;6;32;9
18295.0;6;93;0
18295.0;6;985;0
18324.0;6;30;8
18324.0;6;31;3
18324.0;6;32;2
18324.0;6;93;0
18324.0;6;985;0
18355.0;6;30;8
18355.0;6;31;5
18355.0;6;32;5
18355.0;6;93;0
18355.0;6;985;0
18385.0;6;30;11
18385.0;6;31;5
18385.0;6;32;5
18385.0;6;93;0
18385.0;6;985;0
18416.0;6;30;18
18416.0;6;31;6
18416.0;6;32;7
18416.0;6;93;0
18416.0;6;985;0
18446.0;6;30;23
18446.0;6;31;6
18446.0;6;32;11
18446.0;6;93;2
18446.0;6;985;0
18477.0;6;30;24
18477.0;6;31;6
18477.0;6;32;25
18477.0;6;93;2
18477.0;6;985;0
18508.0;6;30;24
18508.0;6;31;6
18508.0;6;32;25
18508.0;6;93;2
18508.0;6;985;36
18538.0;6;30;26
18538.0;6;31;10
18538.0;6;32;53
18538.0;6;93;4
18538.0;6;985;23
18569.0;6;30;44
18569.0;6;31;12
18569.0;6;32;57
18569.0;6;93;13
18569.0;6;985;0
18599.0;6;30;44
18599.0;6;31;12
18599.0;6;32;57
18599.0;6;93;13
18599.0;6;985;41
18334.0;6;30;75
18334.0;6;31;20
18334.0;6;32;131
18334.0;6;93;31
18334.0;6;985;0
18335.0;6;30;88
18335.0;6;31;20
18335.0;6;32;148
18335.0;6;93;45
18335.0;6;985;0
18336.0;6;30;129
18336.0;6;31;31
18336.0;6;32;140
18336.0;6;93;42
18336.0;6;985;5
18337.0;6;30;152
18337.0;6;31;16
18337.0;6;32;164
18337.0;6;93;54
18337.0;6;985;0
18338.0;6;30;145
18338.0;6;31;18
18338.0;6;32;177
18338.0;6;93;54
18338.0;6;985;0
18339.0;6;30;181
18339.0;6;31;25
18339.0;6;32;180
18339.0;6;93;76
18339.0;6;985;0
18340.0;6;30;266
18340.0;6;31;28
18340.0;6;32;208
18340.0;6;93;97
18340.0;6;985;0
18341.0;6;30;296
18341.0;6;31;30
18341.0;6;32;216
18341.0;6;93;114
18341.0;6;985;0
18342.0;6;30;338
18342.0;6;31;38
18342.0;6;32;270
18342.0;6;93;144
18342.0;6;985;0
18343.0;6;30;361
18343.0;6;31;44
18343.0;6;32;297
18343.0;6;93;165
18343.0;6;985;7
18344.0;6;30;385
18344.0;6;31;55
18344.0;6;32;320
18344.0;6;93;170
18344.0;6;985;0
18345.0;6;30;405
18345.0;6;31;57
18345.0;6;32;329
18345.0;6;93;201
18345.0;6;985;0
18346.0;6;30;431
18346.0;6;31;65
18346.0;6;32;355
18346.0;6;93;277
18346.0;6;985;11
18347.0;6;30;460
18347.0;6;31;75
18347.0;6;32;385
18347.0;6;93;295
18347.0;6;985;8
18348.0;6;30;487
18348.0;6;31;79
18348.0;6;32;411
18348.0;6;93;332
18348.0;6;985;8
18349.0;6;30;530
18349.0;6;31;85
18349.0;6;32;452
18349.0;6;93;362
18349.0;6;985;7
18350.0;6;30;536
18350.0;6;31;91
18350.0;6;32;476
18350.0;6;93;368
18350.0;6;985;9
18351.0;6;30;524
18351.0;6;31;91
18351.0;6;32;494
18351.0;6;93;383
18351.0;6;985;9
18352.0;6;30;536
18352.0;6;31;98
18352.0;6;32;545
18352.0;6;93;405
18352.0;6;985;9
18265.0;6;30;576
18265.0;6;31;106
18265.0;6;32;575
18265.0;6;93;419
18265.0;6;985;9
18296.0;6;30;641
18296.0;6;31;110
18296.0;6;32;598
18296.0;6;93;441
18296.0;6;985;9
18325.0;6;30;681
18325.0;6;31;111
18325.0;6;32;629
18325.0;6;93;452
18325.0;6;985;6
18356.0;6;30;754
18356.0;6;31;115
18356.0;6;32;651
18356.0;6;93;461
18356.0;6;985;5
18386.0;6;30;786
18386.0;6;31;116
18386.0;6;32;670
18386.0;6;93;470
18386.0;6;985;6
18417.0;6;30;793
18417.0;6;31;119
18417.0;6;32;708
18417.0;6;93;477
18417.0;6;985;6
18447.0;6;30;813
18447.0;6;31;119
18447.0;6;32;733
18447.0;6;93;480
18447.0;6;985;8
18478.0;6;30;830
18478.0;6;31;121
18478.0;6;32;763
18478.0;6;93;497
18478.0;6;985;7
18509.0;6;30;839
18509.0;6;31;120
18509.0;6;32;821
18509.0;6;93;513
18509.0;6;985;6
18539.0;6;30;845
18539.0;6;31;121
18539.0;6;32;857
18539.0;6;93;520
18539.0;6;985;6
18570.0;6;30;865
18570.0;6;31;121
18570.0;6;32;872
18570.0;6;93;529
18570.0;6;985;6
18600.0;6;30;873
18600.0;6;31;123
18600.0;6;32;890
18600.0;6;93;539
18600.0;6;985;6
18365.0;6;30;884
18365.0;6;31;127
18365.0;6;32;916
18365.0;6;93;547
18365.0;6;985;8
18366.0;6;30;890
18366.0;6;31;129
18366.0;6;32;945
18366.0;6;93;551
18366.0;6;985;5
18367.0;6;30;891
18367.0;6;31;130
18367.0;6;32;961
18367.0;6;93;557
18367.0;6;985;5
18368.0;6;30;895
18368.0;6;31;132
18368.0;6;32;1011
18368.0;6;93;573
18368.0;6;985;5
18369.0;6;30;897
18369.0;6;31;132
18369.0;6;32;1067
18369.0;6;93;574
18369.0;6;985;5
18370.0;6;30;906
18370.0;6;31;131
18370.0;6;32;1102
18370.0;6;93;587
18370.0;6;985;5
18371.0;6;30;910
18371.0;6;31;132
18371.0;6;32;1108
18371.0;6;93;591
18371.0;6;985;4
18372.0;6;30;915
18372.0;6;31;138
18372.0;6;32;1122
18372.0;6;93;596
18372.0;6;985;4
18373.0;6;30;921
18373.0;6;31;143
18373.0;6;32;1125
