data;codice_regione;codice_provincia;totale_casi
18316.0;13;66;0
18316.0;13;67;0
18316.0;13;68;0
18316.0;13;69;0
18316.0;13;979;0
18317.0;13;66;0
18317.0;13;67;0
18317.0;13;68;0
18317.0;13;69;0
18317.0;13;979;0
18318.0;13;66;0
18318.0;13;67;0
18318.0;13;68;0
18318.0;13;69;0
18318.0;13;979;0
18319.0;13;66;0
18319.0;13;67;1
18319.0;13;68;0
18319.0;13;69;0
18319.0;13;979;0
18320.0;13;66;0
18320.0;13;67;1
18320.0;13;68;0
18320.0;13;69;0
18320.0;13;979;0
18321.0;13;66;0
18321.0;13;67;2
18321.0;13;68;0
18321.0;13;69;0
18321.0;13;979;0
18264.0;13;66;0
18264.0;13;67;5
18264.0;13;68;0
18264.0;13;69;0
18264.0;13;979;0
18295.0;13;66;0
18295.0;13;67;5
18295.0;13;68;0
18295.0;13;69;0
18295.0;13;979;0
18324.0;13;66;1
18324.0;13;67;3
18324.0;13;68;1
18324.0;13;69;0
18324.0;13;979;1
18355.0;13;66;1
18355.0;13;67;3
18355.0;13;68;1
18355.0;13;69;0
18355.0;13;979;2
18385.0;13;66;1
18385.0;13;67;4
18385.0;13;68;1
18385.0;13;69;2
18385.0;13;979;0
18416.0;13;66;1
18416.0;13;67;4
18416.0;13;68;1
18416.0;13;69;3
18416.0;13;979;0
18446.0;13;66;1
18446.0;13;67;4
18446.0;13;68;2
18446.0;13;69;4
18446.0;13;979;0
18477.0;13;66;1
18477.0;13;67;4
18477.0;13;68;8
18477.0;13;69;4
18477.0;13;979;0
18508.0;13;66;5
18508.0;13;67;4
18508.0;13;68;14
18508.0;13;69;7
18508.0;13;979;0
18538.0;13;66;6
18538.0;13;67;5
18538.0;13;68;18
18538.0;13;69;9
18538.0;13;979;0
18569.0;13;66;6
18569.0;13;67;5
18569.0;13;68;18
18569.0;13;69;9
18569.0;13;979;0
18599.0;13;66;8
18599.0;13;67;8
18599.0;13;68;48
18599.0;13;69;20
18599.0;13;979;0
18334.0;13;66;9
18334.0;13;67;9
18334.0;13;68;48
18334.0;13;69;23
18334.0;13;979;0
18335.0;13;66;13
18335.0;13;67;9
18335.0;13;68;65
18335.0;13;69;25
18335.0;13;979;0
18336.0;13;66;15
18336.0;13;67;10
18336.0;13;68;82
18336.0;13;69;30
18336.0;13;979;0
18337.0;13;66;18
18337.0;13;67;19
18337.0;13;68;101
18337.0;13;69;38
18337.0;13;979;0
18338.0;13;66;19
18338.0;13;67;31
18338.0;13;68;138
18338.0;13;69;41
18338.0;13;979;0
18339.0;13;66;20
18339.0;13;67;39
18339.0;13;68;160
18339.0;13;69;44
18339.0;13;979;0
18340.0;13;66;25
18340.0;13;67;68
18340.0;13;68;223
18340.0;13;69;69
18340.0;13;979;0
18341.0;13;66;29
18341.0;13;67;81
18341.0;13;68;259
18341.0;13;69;80
18341.0;13;979;0
18342.0;13;66;31
18342.0;13;67;105
18342.0;13;68;302
18342.0;13;69;91
18342.0;13;979;0
18343.0;13;66;38
18343.0;13;67;113
18343.0;13;68;334
18343.0;13;69;102
18343.0;13;979;0
18344.0;13;66;40
18344.0;13;67;124
18344.0;13;68;370
18344.0;13;69;129
18344.0;13;979;0
18345.0;13;66;47
18345.0;13;67;140
18345.0;13;68;369
18345.0;13;69;133
18345.0;13;979;0
18346.0;13;66;60
18346.0;13;67;195
18346.0;13;68;412
18346.0;13;69;146
18346.0;13;979;0
18347.0;13;66;64
18347.0;13;67;262
18347.0;13;68;445
18347.0;13;69;175
18347.0;13;979;0
18348.0;13;66;75
18348.0;13;67;277
18348.0;13;68;476
18348.0;13;69;189
18348.0;13;979;0
18349.0;13;66;88
18349.0;13;67;304
18349.0;13;68;512
18349.0;13;69;229
18349.0;13;979;0
18350.0;13;66;101
18350.0;13;67;350
18350.0;13;68;576
18350.0;13;69;266
18350.0;13;979;0
18351.0;13;66;115
18351.0;13;67;363
18351.0;13;68;594
18351.0;13;69;273
18351.0;13;979;0
18352.0;13;66;123
18352.0;13;67;376
18352.0;13;68;622
18352.0;13;69;280
18352.0;13;979;0
18265.0;13;66;128
18265.0;13;67;385
18265.0;13;68;631
18265.0;13;69;292
18265.0;13;979;0
18296.0;13;66;140
18296.0;13;67;412
18296.0;13;68;646
18296.0;13;69;299
18296.0;13;979;0
18325.0;13;66;166
18325.0;13;67;418
18325.0;13;68;669
18325.0;13;69;310
18325.0;13;979;0
18356.0;13;66;174
18356.0;13;67;437
18356.0;13;68;700
18356.0;13;69;317
18356.0;13;979;0
18386.0;13;66;179
18386.0;13;67;472
18386.0;13;68;727
18386.0;13;69;325
18386.0;13;979;0
18417.0;13;66;183
18417.0;13;67;483
18417.0;13;68;728
18417.0;13;69;327
18417.0;13;979;0
18447.0;13;66;189
18447.0;13;67;511
18447.0;13;68;756
18447.0;13;69;343
18447.0;13;979;0
18478.0;13;66;197
18478.0;13;67;530
18478.0;13;68;771
18478.0;13;69;361
18478.0;13;979;0
18509.0;13;66;199
18509.0;13;67;558
18509.0;13;68;805
18509.0;13;69;369
18509.0;13;979;0
18539.0;13;66;213
18539.0;13;67;571
18539.0;13;68;838
18539.0;13;69;392
18539.0;13;979;0
18570.0;13;66;218
18570.0;13;67;592
18570.0;13;68;869
18570.0;13;69;441
18570.0;13;979;0
18600.0;13;66;220
18600.0;13;67;599
18600.0;13;68;889
18600.0;13;69;452
18600.0;13;979;0
18365.0;13;66;220
18365.0;13;67;598
18365.0;13;68;930
18365.0;13;69;465
18365.0;13;979;0
18366.0;13;66;228
18366.0;13;67;601
18366.0;13;68;947
18366.0;13;69;469
18366.0;13;979;0
18367.0;13;66;229
18367.0;13;67;605
18367.0;13;68;971
18367.0;13;69;469
18367.0;13;979;0
18368.0;13;66;232
18368.0;13;67;610
18368.0;13;68;1005
18368.0;13;69;499
18368.0;13;979;0
18369.0;13;66;233
18369.0;13;67;615
18369.0;13;68;1042
18369.0;13;69;553
18369.0;13;979;0
18370.0;13;66;233
18370.0;13;67;617
18370.0;13;68;1071
18370.0;13;69;566
18370.0;13;979;0
18371.0;13;66;237
18371.0;13;67;619
18371.0;13;68;1094
18371.0;13;69;571
18371.0;13;979;0
18372.0;13;66;237
18372.0;13;67;626
18372.0;13;68;1143
18372.0;13;69;606
18372.0;13;979;0
18373.0;13;66;238
18373.0;13;67;626
18373.0;13;68;1190
18373.0;13;69;613
18373.0;13;979;0
18374.0;13;66;238
18374.0;13;67;632
18374.0;13;68;1215
18374.0;13;69;648
18374.0;13;979;0
18375.0;13;66;241
18375.0;13;67;631
18375.0;13;68;1236
18375.0;13;69;677
18375.0;13;979;0
18376.0;13;66;241
18376.0;13;67;631
18376.0;13;68;1244
18376.0;13;69;687
18376.0;13;979;0
18377.0;13;66;240
18377.0;13;67;633
18377.0;13;68;1253
18377.0;13;69;706
18377.0;13;979;0
18378.0;13;66;241
18378.0;13;67;635
18378.0;13;68;1260
18378.0;13;69;723
18378.0;13;979;0
18379.0;13;66;242
18379.0;13;67;635
18379.0;13;68;1274
18379.0;13;69;723
18379.0;13;979;0
18380.0;13;66;244
18380.0;13;67;634
18380.0;13;68;1270
18380.0;13;69;751
18380.0;13;979;0
18381.0;13;66;244
18381.0;13;67;637
18381.0;13;68;1285
18381.0;13;69;757
18381.0;13;979;0
18382.0;13;66;243
18382.0;13;67;638
18382.0;13;68;1292
18382.0;13;69;757
18382.0;13;979;0
18266.0;13;66;243
18266.0;13;67;638
18266.0;13;68;1307
18266.0;13;69;760
18266.0;13;979;0
18297.0;13;66;243
18297.0;13;67;641
18297.0;13;68;1316
18297.0;13;69;764
18297.0;13;979;0
18326.0;13;66;243
18326.0;13;67;641
18326.0;13;68;1347
18326.0;13;69;765
18326.0;13;979;0
18357.0;13;66;242
18357.0;13;67;641
18357.0;13;68;1351
