data;codice_regione;codice_provincia;totale_casi
18316.0;21;21;0
18316.0;21;981;0
18317.0;21;21;1
18317.0;21;981;0
18318.0;21;21;1
18318.0;21;981;0
18319.0;21;21;1
18319.0;21;981;0
18320.0;21;21;1
18320.0;21;981;0
18321.0;21;21;1
18321.0;21;981;0
18264.0;21;21;1
18264.0;21;981;0
18295.0;21;21;1
18295.0;21;981;0
18324.0;21;21;1
18324.0;21;981;0
18355.0;21;21;1
18355.0;21;981;0
18385.0;21;21;1
18385.0;21;981;0
18416.0;21;21;4
18416.0;21;981;0
18446.0;21;21;9
18446.0;21;981;0
18477.0;21;21;9
18477.0;21;981;0
18508.0;21;21;9
18508.0;21;981;0
18538.0;21;21;38
18538.0;21;981;0
18569.0;21;21;75
18569.0;21;981;0
18599.0;21;21;104
18599.0;21;981;0
18334.0;21;21;125
18334.0;21;981;0
18335.0;21;21;173
18335.0;21;981;0
18336.0;21;21;204
18336.0;21;981;0
18337.0;21;21;241
18337.0;21;981;0
18338.0;21;21;291
18338.0;21;981;0
18339.0;21;21;376
18339.0;21;981;0
18340.0;21;21;436
18340.0;21;981;0
18341.0;21;21;548
18341.0;21;981;0
18342.0;21;21;621
18342.0;21;981;0
18343.0;21;21;678
18343.0;21;981;0
18344.0;21;21;724
18344.0;21;981;0
18345.0;21;21;781
18345.0;21;981;0
18346.0;21;21;858
18346.0;21;981;0
18347.0;21;21;906
18347.0;21;981;0
18348.0;21;21;1003
18348.0;21;981;0
18349.0;21;21;1109
18349.0;21;981;0
18350.0;21;21;1214
18350.0;21;981;0
18351.0;21;21;1325
18351.0;21;981;0
18352.0;21;21;1371
18352.0;21;981;0
18265.0;21;21;1418
18265.0;21;981;0
18296.0;21;21;1479
18296.0;21;981;0
18325.0;21;21;1559
18325.0;21;981;0
18356.0;21;21;1592
18356.0;21;981;0
18386.0;21;21;1644
18386.0;21;981;0
18417.0;21;21;1722
18417.0;21;981;0
18447.0;21;21;1811
18447.0;21;981;0
18478.0;21;21;1835
18478.0;21;981;0
18509.0;21;21;1903
18509.0;21;981;0
18539.0;21;21;1955
18539.0;21;981;0
18570.0;21;21;1957
18570.0;21;981;0
18600.0;21;21;2098
18600.0;21;981;0
18365.0;21;21;2149
18365.0;21;981;0
18366.0;21;21;2184
18366.0;21;981;0
18367.0;21;21;2224
18367.0;21;981;0
18368.0;21;21;2267
18368.0;21;981;0
18369.0;21;21;2296
18369.0;21;981;0
18370.0;21;21;2325
18370.0;21;981;0
18371.0;21;21;2380
18371.0;21;981;0
18372.0;21;21;2394
18372.0;21;981;0
18373.0;21;21;2410
18373.0;21;981;0
18374.0;21;21;2416
18374.0;21;981;0
18375.0;21;21;2435
18375.0;21;981;0
18376.0;21;21;2456
18376.0;21;981;0
18377.0;21;21;2476
18377.0;21;981;0
18378.0;21;21;2481
18378.0;21;981;0
18379.0;21;21;2496
18379.0;21;981;0
18380.0;21;21;2498
18380.0;21;981;0
18381.0;21;21;2507
18381.0;21;981;0
18382.0;21;21;2518
18382.0;21;981;0
18266.0;21;21;2528
18266.0;21;981;0
18297.0;21;21;2535
18297.0;21;981;0
18326.0;21;21;2536
18326.0;21;981;0
18357.0;21;21;2541
18357.0;21;981;0
18387.0;21;21;2542
18387.0;21;981;0
18418.0;21;21;2543
18418.0;21;981;0
18448.0;21;21;2552
18448.0;21;981;0
18479.0;21;21;2558
18479.0;21;981;0
18510.0;21;21;2567
18510.0;21;981;0
18540.0;21;21;2569
18540.0;21;981;0
18571.0;21;21;2572
18571.0;21;981;0
18601.0;21;21;2572
18601.0;21;981;0
18395.0;21;21;2575
18395.0;21;981;0
18396.0;21;21;2578
18396.0;21;981;0
18397.0;21;21;2578
18397.0;21;981;0
18398.0;21;21;2578
18398.0;21;981;0
18399.0;21;21;2581
18399.0;21;981;0
18400.0;21;21;2582
18400.0;21;981;0
18401.0;21;21;2587
18401.0;21;981;0
18402.0;21;21;2587
18402.0;21;981;0
18403.0;21;21;2587
18403.0;21;981;0
18404.0;21;21;2590
18404.0;21;981;0
18405.0;21;21;2590
18405.0;21;981;0
18406.0;21;21;2593
18406.0;21;981;0
18407.0;21;21;2593
18407.0;21;981;0
18408.0;21;21;2593
18408.0;21;981;0
18409.0;21;21;2593
18409.0;21;981;0
18410.0;21;21;2595
18410.0;21;981;0
18411.0;21;21;2595
18411.0;21;981;0
18412.0;21;21;2596
18412.0;21;981;0
18413.0;21;21;2597
18413.0;21;981;0
18267.0;21;21;2598
18267.0;21;981;0
18298.0;21;21;2598
18298.0;21;981;0
18327.0;21;21;2598
18327.0;21;981;0
18358.0;21;21;2598
18358.0;21;981;0
18388.0;21;21;2599
18388.0;21;981;0
18419.0;21;21;2600
18419.0;21;981;0
18449.0;21;21;2603
18449.0;21;981;0
18480.0;21;21;2604
18480.0;21;981;0
18511.0;21;21;2604
18511.0;21;981;0
18541.0;21;21;2604
18541.0;21;981;0
18572.0;21;21;2606
18572.0;21;981;0
18602.0;21;21;2608
18602.0;21;981;0
18426.0;21;21;2610
18426.0;21;981;0
18427.0;21;21;2613
18427.0;21;981;0
18428.0;21;21;2611
18428.0;21;981;0
18429.0;21;21;2611
18429.0;21;981;0
18430.0;21;21;2611
18430.0;21;981;0
18431.0;21;21;2613
18431.0;21;981;0
18432.0;21;21;2615
18432.0;21;981;0
18433.0;21;21;2618
18433.0;21;981;0
18434.0;21;21;2622
18434.0;21;981;0
18435.0;21;21;2633
18435.0;21;981;0
18436.0;21;21;2633
18436.0;21;981;0
18437.0;21;21;2634
18437.0;21;981;0
