date;state;death;hospitalized;inIcuCumulative;negative;onVentilatorCumulative;positive;recovered;totalTestResults;totalTestsViral
18341.0;35;16.0;0.0;0.0;264.0;0.0;890.0;0.0;1154.0;0.0
18342.0;35;22.0;0.0;0.0;294.0;0.0;1327.0;0.0;1621.0;0.0
18343.0;35;29.0;0.0;0.0;327.0;0.0;1914.0;0.0;2241.0;0.0
18344.0;35;40.0;0.0;0.0;359.0;0.0;2844.0;0.0;3203.0;0.0
18345.0;35;60.0;0.0;0.0;8325.0;0.0;3675.0;0.0;12000.0;0.0
18346.0;35;81.0;0.0;0.0;10452.0;0.0;4402.0;0.0;14854.0;0.0
18347.0;35;109.0;0.0;0.0;13661.0;0.0;6876.0;0.0;20537.0;0.0
18348.0;35;141.0;0.0;0.0;16547.0;0.0;8825.0;0.0;25372.0;0.0
18349.0;35;192.0;0.0;0.0;19386.0;0.0;11124.0;0.0;30510.0;0.0
18350.0;35;218.0;0.0;0.0;22216.0;0.0;13386.0;0.0;35602.0;0.0
18351.0;35;267.0;0.0;0.0;25224.0;0.0;16636.0;0.0;41860.0;0.0
18352.0;35;365.0;0.0;0.0;27077.0;0.0;18696.0;0.0;45773.0;0.0
18265.0;35;475.0;0.0;0.0;30387.0;0.0;22255.0;0.0;52642.0;0.0
18296.0;35;680.0;0.0;0.0;33520.0;0.0;25590.0;0.0;59110.0;0.0
18325.0;35;816.0;0.0;0.0;37608.0;0.0;29895.0;0.0;67503.0;0.0
18356.0;35;1058.0;0.0;0.0;41232.0;0.0;34124.0;0.0;75356.0;0.0
18386.0;35;1184.0;0.0;0.0;44661.0;0.0;37505.0;0.0;82166.0;0.0
18417.0;35;1334.0;0.0;0.0;47942.0;0.0;41090.0;0.0;89032.0;0.0
18447.0;35;1631.0;0.0;0.0;50558.0;0.0;44416.0;0.0;94974.0;0.0
18478.0;35;1969.0;0.0;0.0;52979.0;0.0;47437.0;0.0;100416.0;0.0
18509.0;35;2236.0;0.0;0.0;56165.0;0.0;51027.0;0.0;107192.0;0.0
18539.0;35;2521.0;0.0;0.0;58935.0;0.0;54588.0;682.0;113523.0;0.0
18570.0;35;2845.0;0.0;0.0;62042.0;0.0;58151.0;0.0;120193.0;0.0
18600.0;35;3085.0;0.0;0.0;64885.0;0.0;61850.0;0.0;126735.0;0.0
18365.0;35;3250.0;0.0;0.0;64885.0;0.0;64584.0;0.0;129469.0;0.0
18366.0;35;3661.0;0.0;0.0;70950.0;0.0;68824.0;0.0;139774.0;0.0
18367.0;35;4070.0;0.0;0.0;72991.0;0.0;71030.0;0.0;144021.0;0.0
18368.0;35;4491.0;0.0;0.0;76513.0;0.0;75317.0;0.0;151830.0;0.0
18369.0;35;4856.0;0.0;0.0;78982.0;0.0;78467.0;0.0;157449.0;0.0
18370.0;35;5142.0;0.0;0.0;81116.0;0.0;81420.0;0.0;162536.0;0.0
18371.0;35;5313.0;0.0;0.0;85387.0;0.0;85301.0;0.0;170688.0;0.0
18372.0;35;5521.0;0.0;0.0;89251.0;0.0;88806.0;0.0;178057.0;0.0
18373.0;35;5935.0;0.0;0.0;92439.0;0.0;92387.0;0.0;184826.0;0.0
18374.0;35;6278.0;0.0;0.0;95794.0;0.0;95865.0;0.0;191659.0;0.0
18375.0;35;6610.0;0.0;0.0;100159.0;0.0;99989.0;0.0;200148.0;0.0
18376.0;35;6889.0;0.0;0.0;103766.0;0.0;102196.0;0.0;205962.0;0.0
18377.0;35;7169.0;0.0;0.0;108163.0;0.0;105523.0;0.0;213686.0;0.0
18378.0;35;7271.0;0.0;0.0;114106.0;0.0;109038.0;0.0;223144.0;0.0
18379.0;35;7410.0;0.0;0.0;116587.0;0.0;111188.0;0.0;227775.0;0.0
18380.0;35;7838.0;0.0;0.0;120503.0;0.0;113856.0;15642.0;234359.0;0.0
18381.0;35;8187.0;0.0;0.0;125054.0;0.0;116264.0;15642.0;241318.0;0.0
18382.0;35;8668.0;0.0;0.0;129266.0;0.0;118652.0;15642.0;247918.0;0.0
18266.0;35;9003.0;0.0;0.0;135355.0;0.0;121190.0;15642.0;256545.0;0.0
18297.0;35;9230.0;0.0;0.0;138595.0;0.0;123717.0;15642.0;262312.0;0.0
18326.0;35;9384.0;0.0;0.0;148322.0;0.0;126744.0;15642.0;275066.0;0.0
18357.0;35;9446.0;0.0;0.0;148951.0;0.0;128269.0;15642.0;277220.0;0.0
18387.0;35;9787.0;0.0;0.0;157030.0;0.0;130593.0;15642.0;287623.0;0.0
18418.0;35;10110.0;0.0;0.0;157030.0;0.0;131890.0;15642.0;288920.0;0.0
18448.0;35;10374.0;0.0;0.0;159023.0;0.0;133635.0;15642.0;292658.0;0.0
18479.0;35;10544.0;0.0;0.0;163305.0;0.0;135454.0;15642.0;298759.0;0.0
18510.0;35;10721.0;0.0;0.0;168121.0;0.0;137085.0;15642.0;305206.0;0.0
18540.0;35;10872.0;0.0;0.0;173915.0;0.0;138532.0;15642.0;312447.0;0.0
18571.0;35;10932.0;0.0;0.0;285988.0;0.0;139945.0;15642.0;425933.0;425933.0
18601.0;35;11145.0;0.0;0.0;292317.0;0.0;140743.0;15642.0;433060.0;433060.0
18395.0;35;11347.0;0.0;0.0;299890.0;0.0;141560.0;15642.0;441450.0;441450.0
18396.0;35;11600.0;0.0;0.0;308992.0;0.0;142704.0;15642.0;451696.0;451696.0
18397.0;35;11797.0;0.0;0.0;319067.0;0.0;143905.0;15642.0;462972.0;462972.0
18398.0;35;11912.0;0.0;0.0;330135.0;0.0;145089.0;22939.0;475224.0;475224.0
18399.0;35;12022.0;0.0;0.0;341231.0;0.0;146334.0;23299.0;487565.0;487565.0
18400.0;35;12105.0;0.0;0.0;357530.0;0.0;148039.0;23496.0;505569.0;505569.0
18401.0;35;12257.0;0.0;0.0;371169.0;0.0;149013.0;23657.0;520182.0;520182.0
18402.0;35;12425.0;0.0;0.0;380944.0;0.0;150399.0;23945.0;531343.0;531343.0
18403.0;35;12527.0;0.0;0.0;392802.0;0.0;151472.0;24236.0;544274.0;544274.0
18404.0;35;12675.0;0.0;0.0;402595.0;0.0;152719.0;24491.0;555314.0;555314.0
18405.0;35;12774.0;0.0;0.0;425631.0;0.0;153104.0;24762.0;578735.0;578735.0
18406.0;35;12828.0;0.0;0.0;449653.0;0.0;154154.0;25040.0;603807.0;603807.0
18407.0;35;12843.0;0.0;0.0;468705.0;0.0;155092.0;25253.0;623797.0;623797.0
18408.0;35;12895.0;16373.0;0.0;480128.0;0.0;155764.0;25384.0;635892.0;635892.0
18409.0;35;13046.0;16597.0;0.0;503697.0;0.0;156628.0;25552.0;660325.0;660325.0
18410.0;35;13113.0;16778.0;0.0;528042.0;0.0;157815.0;25804.0;685857.0;685857.0
18411.0;35;13248.0;16960.0;0.0;557567.0;0.0;158844.0;26084.0;716411.0;716411.0
18412.0;35;13354.0;17121.0;0.0;585700.0;0.0;159608.0;26301.0;745308.0;745308.0
18413.0;35;13421.0;17197.0;0.0;585700.0;0.0;160445.0;26560.0;746145.0;745308.0
18267.0;35;13447.0;17222.0;0.0;634682.0;0.0;160918.0;26703.0;795600.0;795600.0
18298.0;35;13499.0;17390.0;0.0;656132.0;0.0;161545.0;26815.0;817677.0;817677.0
18327.0;35;13611.0;17390.0;0.0;675352.0;0.0;162068.0;27008.0;837420.0;837420.0
18358.0;35;13706.0;17604.0;0.0;695199.0;0.0;162530.0;27231.0;857729.0;857729.0
18388.0;35;13788.0;17880.0;0.0;755555.0;0.0;163336.0;27433.0;918891.0;918891.0
18419.0;35;13846.0;18023.0;0.0;779123.0;0.0;163893.0;27641.0;943016.0;943016.0
18449.0;35;13917.0;18050.0;0.0;796261.0;0.0;164164.0;27824.0;960425.0;960425.0
18480.0;35;13956.0;18050.0;0.0;810592.0;0.0;164497.0;27941.0;975089.0;975089.0
18511.0;35;14049.0;18069.0;0.0;824701.0;0.0;164796.0;28036.0;989497.0;989497.0
18541.0;35;14125.0;18223.0;0.0;843588.0;0.0;165346.0;28207.0;1008934.0;1008934.0
18572.0;35;14192.0;18492.0;0.0;864977.0;0.0;165816.0;28376.0;1030793.0;1030793.0
18602.0;35;14241.0;18607.0;0.0;889232.0;0.0;166164.0;28509.0;1055396.0;1055396.0
18426.0;35;14344.0;18707.0;0.0;911610.0;0.0;166605.0;28606.0;1078215.0;1078215.0
18427.0;35;14381.0;18737.0;0.0;930735.0;0.0;166881.0;28714.0;1097616.0;1097616.0
18428.0;35;14433.0;18755.0;0.0;948980.0;0.0;167103.0;28819.0;1116083.0;1116083.0
18429.0;35;14485.0;18879.0;0.0;964356.0;0.0;167426.0;28872.0;1131782.0;1131782.0
18430.0;35;14527.0;19010.0;0.0;980138.0;0.0;167703.0;28966.0;1147841.0;1147841.0
18431.0;35;14559.0;19010.0;0.0;1003627.0;0.0;168107.0;29101.0;1171734.0;1171734.0
18432.0;35;14594.0;19267.0;0.0;1025847.0;0.0;168496.0;29209.0;1194343.0;1194343.0
18433.0;35;14617.0;19267.0;0.0;1050039.0;0.0;168834.0;29318.0;1218873.0;1218873.0
18434.0;35;14632.0;19267.0;0.0;1075825.0;0.0;169142.0;29450.0;1244967.0;1244967.0
