date;state;death;hospitalized;inIcuCumulative;negative;onVentilatorCumulative;positive;recovered;totalTestResults;totalTestsViral
18341.0;50;2.0;0.0;0.0;2211.0;0.0;114.0;0.0;8393.0;0.0
18342.0;50;2.0;25.0;0.0;2638.0;0.0;152.0;0.0;8988.0;0.0
18343.0;50;3.0;32.0;0.0;3118.0;0.0;219.0;0.0;9895.0;0.0
18344.0;50;6.0;38.0;0.0;3443.0;0.0;254.0;0.0;10393.0;0.0
18345.0;50;7.0;45.0;0.0;4180.0;0.0;290.0;0.0;11203.0;0.0
18346.0;50;9.0;59.0;0.0;4979.0;0.0;391.0;0.0;12277.0;0.0
18347.0;50;13.0;65.0;0.0;5729.0;0.0;460.0;0.0;13374.0;0.0
18348.0;50;14.0;83.0;0.0;6733.0;0.0;604.0;0.0;14778.0;0.0
18349.0;50;17.0;99.0;0.0;8427.0;0.0;739.0;0.0;16724.0;0.0
18350.0;50;22.0;112.0;0.0;9719.0;0.0;890.0;0.0;18322.0;0.0
18351.0;50;25.0;136.0;0.0;11018.0;0.0;1020.0;0.0;19708.0;0.0
18352.0;50;27.0;165.0;0.0;12151.0;0.0;1250.0;0.0;21393.0;0.0
18265.0;50;34.0;305.0;145.0;13860.0;108.0;1484.0;0.0;23290.0;0.0
18296.0;50;41.0;305.0;145.0;15883.0;108.0;1706.0;0.0;25682.0;0.0
18325.0;50;46.0;312.0;145.0;16993.0;108.0;2012.0;0.0;27646.0;0.0
18356.0;50;52.0;390.0;145.0;19145.0;108.0;2407.0;0.0;30355.0;0.0
18386.0;50;51.0;431.0;145.0;21034.0;108.0;2637.0;0.0;32548.0;0.0
18417.0;50;54.0;497.0;145.0;21643.0;108.0;2878.0;0.0;36357.0;0.0
18447.0;50;63.0;563.0;145.0;25312.0;108.0;3333.0;0.0;39319.0;0.0
18478.0;50;75.0;615.0;145.0;27000.0;108.0;3645.0;0.0;41710.0;0.0
18509.0;50;109.0;685.0;0.0;28984.0;0.0;4042.0;0.0;44020.0;0.0
18539.0;50;121.0;772.0;0.0;30950.0;0.0;4509.0;0.0;47392.0;0.0
18570.0;50;130.0;0.0;0.0;32922.0;0.0;5077.0;0.0;50191.0;0.0
18600.0;50;141.0;0.0;0.0;34711.0;0.0;5274.0;0.0;52556.0;0.0
18365.0;50;149.0;0.0;0.0;35654.0;0.0;5747.0;0.0;54698.0;0.0
18366.0;50;154.0;0.0;0.0;36592.0;0.0;6171.0;721.0;56311.0;0.0
18367.0;50;195.0;1048.0;0.0;37669.0;0.0;6500.0;752.0;58358.0;0.0
18368.0;50;208.0;1114.0;0.0;39555.0;0.0;6889.0;951.0;61384.0;0.0
18369.0;50;231.0;1221.0;0.0;41506.0;0.0;7491.0;1110.0;64655.0;0.0
18370.0;50;258.0;1296.0;0.0;43878.0;0.0;8053.0;1228.0;67960.0;0.0
18371.0;50;277.0;1422.0;0.0;46196.0;0.0;8537.0;1267.0;70666.0;0.0
18372.0;50;300.0;1500.0;0.0;47745.0;0.0;8990.0;1324.0;73105.0;0.0
18373.0;50;324.0;1581.0;0.0;48724.0;0.0;9630.0;1418.0;75079.0;0.0
18374.0;50;349.0;1659.0;0.0;50512.0;0.0;10266.0;1497.0;77795.0;0.0
18375.0;50;372.0;1753.0;0.0;53891.0;0.0;10998.0;1567.0;82606.0;0.0
18376.0;50;410.0;1837.0;0.0;57846.0;0.0;11594.0;1672.0;87596.0;0.0
18377.0;50;436.0;1942.0;0.0;60276.0;0.0;12366.0;1717.0;91125.0;0.0
18378.0;50;448.0;2014.0;0.0;63630.0;0.0;12970.0;1815.0;95186.0;0.0
18379.0;50;458.0;3298.0;0.0;67144.0;0.0;13535.0;1843.0;98928.0;0.0
18380.0;50;492.0;3422.0;0.0;68959.0;0.0;14339.0;1914.0;102182.0;0.0
18381.0;50;522.0;3608.0;0.0;70979.0;0.0;14961.0;2042.0;106271.0;0.0
18382.0;50;552.0;3654.0;0.0;75663.0;0.0;15846.0;2104.0;112915.0;0.0
18266.0;50;581.0;3654.0;0.0;89539.0;0.0;16901.0;2196.0;118355.0;0.0
18297.0;50;616.0;3738.0;0.0;84365.0;0.0;17731.0;2312.0;124968.0;0.0
18326.0;50;660.0;3910.0;0.0;89331.0;0.0;18671.0;2497.0;130820.0;0.0
18357.0;50;684.0;4010.0;0.0;92801.0;0.0;19492.0;2547.0;135641.0;0.0
18387.0;50;713.0;4113.0;0.0;93452.0;0.0;20256.0;2617.0;138936.0;0.0
18418.0;50;713.0;4113.0;0.0;93452.0;0.0;20256.0;2617.0;145121.0;0.0
18448.0;50;769.0;4438.0;0.0;101582.0;0.0;21570.0;2825.0;153833.0;0.0
18479.0;50;812.0;4622.0;0.0;107603.0;0.0;22342.0;2997.0;161115.0;0.0
18510.0;50;827.0;4717.0;0.0;113953.0;0.0;23196.0;3124.0;169541.0;0.0
18540.0;50;839.0;4756.0;0.0;118974.0;0.0;24081.0;3201.0;176658.0;0.0
18571.0;50;850.0;4777.0;0.0;125547.0;0.0;25070.0;3273.0;182211.0;0.0
18601.0;50;891.0;4929.0;0.0;129529.0;0.0;25800.0;3400.0;186415.0;0.0
18395.0;50;927.0;5080.0;0.0;134646.0;0.0;26746.0;3554.0;192424.0;0.0
18396.0;50;955.0;5211.0;0.0;139017.0;0.0;27813.0;3678.0;201159.0;0.0
18397.0;50;977.0;5316.0;0.0;149342.0;0.0;28672.0;3805.0;209111.0;0.0
18398.0;50;1002.0;5414.0;0.0;155885.0;0.0;29683.0;3909.0;216321.0;0.0
18399.0;50;1009.0;5517.0;0.0;159973.0;0.0;30388.0;3993.0;224126.0;0.0
18400.0;50;1014.0;5609.0;0.0;165086.0;0.0;31140.0;4107.0;232634.0;0.0
18401.0;50;1041.0;5768.0;0.0;170644.0;0.0;32145.0;4271.0;238274.0;0.0
18402.0;50;1074.0;6059.0;0.0;179718.0;0.0;32908.0;4523.0;246428.0;0.0
18403.0;50;1099.0;6269.0;0.0;184462.0;0.0;34137.0;4778.0;257480.0;0.0
18404.0;50;1136.0;6422.0;0.0;190225.0;0.0;34950.0;4963.0;265667.0;0.0
