date;state;death;hospitalized;inIcuCumulative;negative;onVentilatorCumulative;positive;recovered;totalTestResults;totalTestsViral
18341.0;6;20.0;0.0;0.0;10424.0;0.0;1063.0;0.0;11487.0;11487.0
18342.0;6;24.0;0.0;0.0;11249.0;0.0;1279.0;0.0;12528.0;12528.0
18343.0;6;27.0;0.0;0.0;11304.0;0.0;1536.0;0.0;12840.0;12840.0
18344.0;6;27.0;0.0;0.0;12567.0;0.0;1733.0;0.0;14300.0;14300.0
18345.0;6;40.0;0.0;0.0;13452.0;0.0;2102.0;0.0;15554.0;15554.0
18346.0;6;53.0;0.0;0.0;15921.0;0.0;2355.0;0.0;18276.0;18276.0
18347.0;6;65.0;0.0;0.0;17380.0;0.0;3006.0;0.0;20386.0;20386.0
18348.0;6;78.0;0.0;0.0;17380.0;0.0;3879.0;0.0;21259.0;21259.0
18349.0;6;101.0;0.0;0.0;20549.0;0.0;4643.0;0.0;25192.0;25192.0
18350.0;6;123.0;0.0;0.0;20549.0;0.0;5708.0;0.0;26257.0;26257.0
18351.0;6;133.0;0.0;0.0;20549.0;0.0;6447.0;0.0;26996.0;26996.0
18352.0;6;153.0;0.0;0.0;21772.0;0.0;7482.0;0.0;29254.0;29254.0
18265.0;6;171.0;0.0;0.0;21772.0;0.0;8155.0;0.0;29927.0;29927.0
18296.0;6;203.0;0.0;0.0;23809.0;0.0;9191.0;0.0;33000.0;33000.0
18325.0;6;237.0;0.0;0.0;24599.0;0.0;10701.0;0.0;35300.0;35300.0
18356.0;6;276.0;0.0;0.0;101674.0;0.0;12026.0;0.0;113700.0;113700.0
18386.0;6;319.0;0.0;0.0;103095.0;0.0;13438.0;0.0;116533.0;116533.0
18417.0;6;343.0;0.0;0.0;103095.0;0.0;14336.0;0.0;117431.0;117431.0
18447.0;6;374.0;0.0;0.0;115364.0;0.0;15865.0;0.0;131229.0;131229.0
18478.0;6;442.0;0.0;0.0;127307.0;0.0;16957.0;0.0;144264.0;144264.0
18509.0;6;492.0;0.0;0.0;145191.0;0.0;18309.0;0.0;163500.0;163500.0
18539.0;6;541.0;0.0;0.0;145391.0;0.0;19472.0;0.0;164863.0;164863.0
18570.0;6;609.0;0.0;0.0;152604.0;0.0;20615.0;0.0;173219.0;173219.0
18600.0;6;651.0;0.0;0.0;168534.0;0.0;21794.0;0.0;190328.0;190328.0
18365.0;6;687.0;0.0;0.0;168534.0;0.0;22348.0;0.0;190882.0;190882.0
18366.0;6;758.0;0.0;0.0;178870.0;0.0;23338.0;0.0;202208.0;202208.0
18367.0;6;821.0;0.0;0.0;192062.0;0.0;24424.0;0.0;216486.0;216486.0
18368.0;6;890.0;0.0;0.0;220218.0;0.0;26182.0;0.0;246400.0;246400.0
18369.0;6;985.0;0.0;0.0;224086.0;0.0;27528.0;0.0;251614.0;251614.0
18370.0;6;1072.0;0.0;0.0;230703.0;0.0;28963.0;0.0;259666.0;259666.0
18371.0;6;1166.0;0.0;0.0;250567.0;0.0;30333.0;0.0;280900.0;280900.0
18372.0;6;1208.0;0.0;0.0;259522.0;0.0;30978.0;0.0;290500.0;290500.0
18373.0;6;1268.0;0.0;0.0;266839.0;0.0;33261.0;0.0;300100.0;300100.0
18374.0;6;1354.0;0.0;0.0;429931.0;0.0;35396.0;0.0;465327.0;465327.0
18375.0;6;1469.0;0.0;0.0;444728.0;0.0;37369.0;0.0;482097.0;482097.0
18376.0;6;1562.0;0.0;0.0;454919.0;0.0;39254.0;0.0;494173.0;494173.0
18377.0;6;1651.0;0.0;0.0;464898.0;0.0;41137.0;0.0;506035.0;506035.0
18378.0;6;1710.0;0.0;0.0;483920.0;0.0;42164.0;0.0;526084.0;526084.0
18379.0;6;1755.0;0.0;0.0;509945.0;0.0;43464.0;0.0;553409.0;553409.0
18380.0;6;1809.0;0.0;0.0;532577.0;0.0;45031.0;0.0;577608.0;577608.0
18381.0;6;1887.0;0.0;0.0;556639.0;0.0;46500.0;0.0;603139.0;603139.0
18382.0;6;1982.0;0.0;0.0;576420.0;0.0;48917.0;0.0;625337.0;625337.0
18266.0;6;2073.0;0.0;0.0;604543.0;0.0;50442.0;0.0;654985.0;654985.0
18297.0;6;2171.0;0.0;0.0;634606.0;0.0;52197.0;0.0;685048.0;685048.0
18326.0;6;2215.0;0.0;0.0;662135.0;0.0;53616.0;0.0;715751.0;715751.0
18357.0;6;2254.0;0.0;0.0;692937.0;0.0;54937.0;0.0;747874.0;747874.0
18387.0;6;2317.0;0.0;0.0;723690.0;0.0;56212.0;0.0;779902.0;779902.0
18418.0;6;2412.0;0.0;0.0;750221.0;0.0;58815.0;0.0;809036.0;809036.0
18448.0;6;2504.0;0.0;0.0;782260.0;0.0;60614.0;0.0;842874.0;842874.0
18479.0;6;2585.0;0.0;0.0;812760.0;0.0;62512.0;0.0;875272.0;875272.0
18510.0;6;2678.0;0.0;0.0;848009.0;0.0;64561.0;0.0;912570.0;912570.0
18540.0;6;2745.0;0.0;0.0;888984.0;0.0;66680.0;0.0;955664.0;955664.0
18571.0;6;2770.0;0.0;0.0;923958.0;0.0;67939.0;0.0;991897.0;991897.0
