date;state;death;hospitalized;inIcuCumulative;negative;onVentilatorCumulative;positive;recovered;totalTestResults;totalTestsViral
18341.0;25;13.0;0.0;0.0;3041.0;0.0;6219.0;0.0;9260.0;3845.0
18342.0;25;23.0;0.0;0.0;4086.0;0.0;7023.0;0.0;11109.0;5203.0
18343.0;25;36.0;0.0;0.0;4791.0;0.0;7822.0;0.0;12613.0;6223.0
18344.0;25;57.0;0.0;0.0;5847.0;0.0;9062.0;0.0;14909.0;7676.0
18345.0;25;86.0;0.0;0.0;6989.0;0.0;10155.0;0.0;17144.0;9356.0
18346.0;25;111.0;0.0;0.0;8842.0;0.0;11335.0;0.0;20177.0;11782.0
18347.0;25;159.0;0.0;0.0;11730.0;0.0;12475.0;0.0;24205.0;15597.0
18348.0;25;212.0;0.0;0.0;14140.0;0.0;13799.0;0.0;27939.0;19133.0
18349.0;25;283.0;0.0;0.0;15902.0;0.0;14865.0;0.0;30767.0;21920.0
18350.0;25;351.0;0.0;0.0;17417.0;0.0;15784.0;0.0;33201.0;24312.0
18351.0;25;437.0;0.0;0.0;23263.0;0.0;17363.0;0.0;40626.0;32172.0
18352.0;25;551.0;0.0;0.0;26334.0;0.0;18654.0;0.0;44988.0;37055.0
18265.0;25;676.0;0.0;0.0;29951.0;0.0;20246.0;0.0;50197.0;43188.0
18296.0;25;801.0;0.0;0.0;33443.0;0.0;21376.0;0.0;54819.0;49095.0
18325.0;25;918.0;0.0;0.0;37060.0;0.0;22579.0;56.0;59639.0;55096.0
18356.0;25;1030.0;0.0;0.0;41205.0;0.0;23581.0;56.0;64786.0;62205.0
18386.0;25;1150.0;0.0;0.0;44154.0;0.0;24458.0;56.0;68612.0;67055.0
18417.0;25;1291.0;0.0;0.0;47262.0;0.0;25785.0;56.0;73047.0;72281.0
18447.0;25;1449.0;0.0;0.0;50344.0;0.0;26964.0;56.0;77308.0;77133.0
18478.0;25;1600.0;0.0;0.0;53176.0;0.0;28064.0;56.0;81240.0;81186.0
18509.0;25;1756.0;0.0;0.0;56430.0;0.0;29096.0;56.0;85526.0;85972.0
18539.0;25;1917.0;0.0;0.0;59597.0;0.0;30172.0;56.0;89769.0;90552.0
18570.0;25;2081.0;0.0;0.0;62241.0;0.0;30980.0;595.0;93221.0;94307.0
18600.0;25;2249.0;0.0;0.0;64555.0;0.0;31666.0;433.0;96221.0;97593.0
18365.0;25;2391.0;0.0;0.0;67063.0;0.0;32702.0;447.0;99765.0;101183.0
18366.0;25;2532.0;0.0;0.0;70675.0;0.0;33613.0;452.0;104288.0;106183.0
18367.0;25;2672.0;0.0;0.0;73828.0;0.0;34533.0;452.0;108361.0;110766.0
18368.0;25;2841.0;0.0;0.0;78274.0;0.0;35455.0;617.0;113729.0;116440.0
18369.0;25;2984.0;0.0;0.0;83268.0;0.0;36320.0;629.0;119588.0;122507.0
18370.0;25;3107.0;0.0;0.0;87114.0;0.0;37029.0;3237.0;124143.0;127391.0
18371.0;25;3236.0;0.0;0.0;89758.0;0.0;37557.0;3237.0;127315.0;130677.0
18372.0;25;3347.0;0.0;0.0;93393.0;0.0;38494.0;3237.0;131887.0;135204.0
18373.0;25;3471.0;0.0;0.0;99667.0;0.0;39589.0;3237.0;139256.0;142813.0
18374.0;25;3602.0;0.0;0.0;106653.0;0.0;40705.0;3237.0;147358.0;151154.0
18375.0;25;3711.0;0.0;0.0;115005.0;0.0;41694.0;3237.0;156699.0;160853.0
18376.0;25;3818.0;0.0;0.0;123054.0;0.0;42730.0;3237.0;165784.0;169942.0
18377.0;25;3929.0;0.0;0.0;128955.0;0.0;43263.0;8342.0;172218.0;176663.0
18378.0;25;4036.0;0.0;0.0;134431.0;0.0;43789.0;8342.0;178220.0;182757.0
18379.0;25;4148.0;0.0;0.0;140972.0;0.0;44709.0;8342.0;185681.0;190156.0
18380.0;25;4247.0;0.0;0.0;148910.0;0.0;45538.0;8342.0;194448.0;199206.0
18381.0;25;4335.0;0.0;0.0;158373.0;0.0;46488.0;8342.0;204861.0;209855.0
18382.0;25;4434.0;0.0;0.0;168944.0;0.0;47505.0;8342.0;216449.0;221578.0
18266.0;25;4520.0;0.0;0.0;178807.0;0.0;48240.0;8342.0;227047.0;232528.0
18297.0;25;4579.0;0.0;0.0;188713.0;0.0;48672.0;15659.0;237385.0;243366.0
18326.0;25;4641.0;0.0;0.0;195361.0;0.0;49029.0;15659.0;244390.0;250589.0
18357.0;25;4722.0;0.0;0.0;202671.0;0.0;49809.0;15659.0;252480.0;258536.0
18387.0;25;4781.0;0.0;0.0;213091.0;0.0;50497.0;15659.0;263588.0;269955.0
18418.0;25;4839.0;0.0;0.0;224563.0;0.0;51131.0;15659.0;275694.0;282451.0
18448.0;25;4925.0;0.0;0.0;236184.0;0.0;51731.0;15659.0;287915.0;295016.0
18479.0;25;4987.0;0.0;0.0;248142.0;0.0;52349.0;15659.0;300491.0;307801.0
18510.0;25;5036.0;0.0;0.0;259265.0;0.0;52732.0;22686.0;311997.0;319680.0
18540.0;25;5081.0;0.0;0.0;267417.0;0.0;53033.0;22686.0;320450.0;328334.0
18571.0;25;5139.0;0.0;0.0;278293.0;0.0;54004.0;22686.0;332297.0;339843.0
18601.0;25;5188.0;0.0;0.0;291701.0;0.0;55641.0;22686.0;347342.0;353909.0
18395.0;25;5232.0;0.0;0.0;310242.0;0.0;56458.0;22686.0;366700.0;373484.0
18396.0;25;5278.0;0.0;0.0;326657.0;0.0;57036.0;22686.0;383693.0;391176.0
18397.0;25;5325.0;0.0;0.0;341827.0;0.0;57687.0;22686.0;399514.0;407180.0
18398.0;25;5357.0;0.0;0.0;353156.0;0.0;58023.0;28234.0;411179.0;419366.0
18399.0;25;5396.0;0.0;0.0;363548.0;0.0;58278.0;28234.0;421826.0;430802.0
18400.0;25;5427.0;0.0;0.0;376115.0;0.0;58812.0;28234.0;434927.0;444305.0
18401.0;25;5470.0;0.0;0.0;392208.0;0.0;59576.0;28234.0;451784.0;461365.0
18402.0;25;5514.0;0.0;0.0;405848.0;0.0;60151.0;28234.0;465999.0;475714.0
18403.0;25;5555.0;0.0;0.0;421788.0;0.0;60610.0;28234.0;482398.0;492412.0
18404.0;25;5586.0;0.0;0.0;441282.0;0.0;61075.0;28234.0;502357.0;512752.0
18405.0;25;5612.0;0.0;0.0;455556.0;0.0;61293.0;33168.0;516849.0;527621.0
18406.0;25;5640.0;0.0;0.0;467087.0;0.0;61457.0;33168.0;528544.0;539550.0
18407.0;25;5678.0;0.0;0.0;476325.0;0.0;61632.0;33168.0;537957.0;549107.0
18408.0;25;5703.0;0.0;0.0;487906.0;0.0;62075.0;33168.0;549981.0;561095.0
18409.0;25;5727.0;0.0;0.0;505609.0;0.0;62461.0;33168.0;568070.0;579682.0
18410.0;25;5751.0;0.0;0.0;522663.0;0.0;62797.0;33168.0;585460.0;597828.0
18411.0;25;5778.0;0.0;0.0;538868.0;0.0;63116.0;33168.0;601984.0;615138.0
18412.0;25;5802.0;0.0;0.0;554509.0;0.0;63321.0;38099.0;617830.0;631367.0
18413.0;25;5818.0;0.0;0.0;567192.0;0.0;63568.0;38099.0;630760.0;644519.0
18267.0;25;5843.0;0.0;0.0;581424.0;0.0;63813.0;38099.0;645237.0;659153.0
18298.0;25;5869.0;0.0;0.0;597072.0;0.0;64103.0;38099.0;661175.0;675320.0
18327.0;25;5884.0;0.0;0.0;613173.0;0.0;64382.0;38099.0;677555.0;692016.0
18358.0;25;5901.0;0.0;0.0;627907.0;0.0;64616.0;38099.0;692523.0;707130.0
18388.0;25;5909.0;0.0;0.0;640450.0;0.0;64821.0;38099.0;705271.0;720088.0
18419.0;25;5916.0;0.0;0.0;650942.0;0.0;64914.0;42041.0;715856.0;730837.0
18449.0;25;5927.0;0.0;0.0;661256.0;0.0;64969.0;42041.0;726225.0;741368.0
18480.0;25;5942.0;0.0;0.0;674060.0;0.0;65104.0;42041.0;739164.0;754408.0
18511.0;25;5951.0;0.0;0.0;690869.0;0.0;65167.0;42041.0;756036.0;771552.0
18541.0;25;5952.0;0.0;0.0;690869.0;0.0;65182.0;42041.0;756051.0;771552.0
18572.0;25;5985.0;0.0;0.0;705071.0;0.0;65449.0;42041.0;770520.0;786154.0
18602.0;25;5990.0;0.0;0.0;720615.0;0.0;65672.0;42041.0;786287.0;802036.0
18426.0;25;6013.0;0.0;0.0;733647.0;0.0;65836.0;44964.0;799483.0;815374.0
18427.0;25;6016.0;0.0;0.0;747444.0;0.0;66054.0;44964.0;813498.0;829523.0
18428.0;25;6017.0;0.0;0.0;757952.0;0.0;66085.0;44964.0;824037.0;839866.0
18429.0;25;6034.0;0.0;0.0;769265.0;0.0;66269.0;44964.0;835534.0;851830.0
18430.0;25;6036.0;0.0;0.0;783388.0;0.0;66497.0;44964.0;849885.0;866277.0
18431.0;25;6061.0;0.0;0.0;783388.0;0.0;66798.0;44964.0;850186.0;866277.0
18432.0;25;6067.0;0.0;0.0;812831.0;0.0;67097.0;44964.0;879928.0;896382.0
18433.0;25;6087.0;0.0;0.0;827089.0;0.0;67545.0;49290.0;894634.0;911028.0
18434.0;25;6090.0;0.0;0.0;839715.0;0.0;67711.0;49290.0;907426.0;923961.0
18435.0;25;6097.0;0.0;0.0;850060.0;0.0;67957.0;49290.0;918017.0;934545.0
18436.0;25;6109.0;0.0;0.0;860471.0;0.0;68197.0;49290.0;928668.0;945209.0
18437.0;25;6114.0;0.0;0.0;876250.0;0.0;68555.0;49290.0;944805.0;961368.0
18438.0;25;6133.0;0.0;0.0;893850.0;0.0;68989.0;49290.0;962839.0;979418.0
18439.0;25;6134.0;0.0;0.0;912377.0;0.0;69329.0;49290.0;981706.0;998490.0
18440.0;25;6153.0;0.0;0.0;931142.0;0.0;69679.0;51099.0;1000821.0;1017855.0
18441.0;25;6158.0;0.0;0.0;946733.0;0.0;69946.0;51099.0;1016679.0;1033820.0
18442.0;25;6161.0;0.0;0.0;959152.0;0.0;70223.0;51099.0;1029375.0;1046545.0
18443.0;25;6193.0;0.0;0.0;974329.0;0.0;70728.0;51099.0;1045057.0;1062116.0
18268.0;25;6198.0;0.0;0.0;990770.0;0.0;71089.0;51099.0;1061859.0;1078989.0
18299.0;25;6212.0;0.0;0.0;1013459.0;0.0;71678.0;51099.0;1085137.0;1102412.0
18328.0;25;6215.0;0.0;0.0;1036090.0;0.0;72175.0;51099.0;1108265.0;1125738.0
18359.0;25;6218.0;0.0;0.0;1057573.0;0.0;72581.0;52841.0;1130154.0;1147836.0
18389.0;25;6218.0;0.0;0.0;1073878.0;0.0;72941.0;52841.0;1146819.0;1164666.0
18420.0;25;6221.0;0.0;0.0;1086094.0;0.0;73269.0;52841.0;1159363.0;1177247.0
18450.0;25;6251.0;0.0;0.0;1102611.0;0.0;73900.0;52841.0;1176511.0;1194318.0
18481.0;25;6262.0;0.0;0.0;1125452.0;0.0;74551.0;52841.0;1200003.0;1218053.0
18512.0;25;6271.0;0.0;0.0;1148490.0;0.0;75063.0;52841.0;1223553.0;1241962.0
18542.0;25;6285.0;0.0;0.0;1171120.0;0.0;75685.0;52841.0;1246805.0;1265344.0
18573.0;25;6313.0;0.0;0.0;1197752.0;0.0;76370.0;53867.0;1274122.0;1292951.0
18603.0;25;6314.0;0.0;0.0;1219379.0;0.0;76776.0;53867.0;1296155.0;1315305.0
18456.0;25;6321.0;0.0;0.0;1236229.0;0.0;77198.0;53867.0;1313427.0;1332667.0
18457.0;25;6326.0;0.0;0.0;1255922.0;0.0;77864.0;53867.0;1333786.0;1353182.0
18458.0;25;6330.0;0.0;0.0;1289006.0;0.0;78913.0;53867.0;1367919.0;1387545.0
18459.0;25;6348.0;0.0;0.0;1315315.0;0.0;79839.0;53867.0;1395154.0;1414802.0
18460.0;25;6355.0;0.0;0.0;1344913.0;0.0;80593.0;53867.0;1425506.0;1445361.0
18461.0;25;6364.0;0.0;0.0;1374740.0;0.0;81338.0;55162.0;1456078.0;1476385.0
18462.0;25;6366.0;0.0;0.0;1402591.0;0.0;81868.0;55162.0;1484459.0;1505204.0
18463.0;25;6373.0;0.0;0.0;1424394.0;0.0;82395.0;55162.0;1506789.0;1527804.0
18464.0;25;6382.0;0.0;0.0;1446316.0;0.0;83059.0;55162.0;1529375.0;1550697.0
18465.0;25;6388.0;0.0;0.0;1475883.0;0.0;83730.0;55162.0;1559613.0;1581285.0
18466.0;25;6395.0;0.0;0.0;1502293.0;0.0;84431.0;55162.0;1586724.0;1608660.0
18467.0;25;6400.0;0.0;0.0;1529574.0;0.0;85072.0;55162.0;1614646.0;1637017.0
18468.0;25;6400.0;0.0;0.0;1529574.0;0.0;85072.0;55162.0;1614646.0;1637017.0
18469.0;25;6400.0;0.0;0.0;1584083.0;0.0;86661.0;57502.0;1670744.0;1693712.0
18470.0;25;6405.0;0.0;0.0;1613316.0;0.0;87173.0;57502.0;1700489.0;1723892.0
18471.0;25;6421.0;0.0;0.0;1639924.0;0.0;87958.0;57502.0;1727882.0;1751875.0
18472.0;25;6422.0;0.0;0.0;1704259.0;0.0;88974.0;57502.0;1793233.0;1819805.0
18473.0;25;6443.0;0.0;0.0;1723397.0;0.0;89781.0;57502.0;1813178.0;1836584.0
18474.0;25;6450.0;0.0;0.0;1753873.0;0.0;90574.0;57502.0;1844447.0;1868156.0
18269.0;25;6457.0;0.0;0.0;1785498.0;0.0;91332.0;60022.0;1876830.0;1900915.0
18300.0;25;6457.0;0.0;0.0;1810080.0;0.0;91761.0;60022.0;1901841.0;1926348.0
18329.0;25;6463.0;0.0;0.0;1834449.0;0.0;92374.0;60022.0;1926823.0;1951555.0
18360.0;25;6471.0;0.0;0.0;1861240.0;0.0;93175.0;60022.0;1954415.0;1979257.0
18390.0;25;6478.0;0.0;0.0;1886579.0;0.0;93893.0;60022.0;1980472.0;2005494.0
18421.0;25;6506.0;0.0;0.0;1911922.0;0.0;94656.0;60022.0;2006578.0;2031654.0
18451.0;25;6524.0;0.0;0.0;1941125.0;0.0;95470.0;60022.0;2036595.0;2061956.0
