date;state;death;hospitalized;inIcuCumulative;negative;onVentilatorCumulative;positive;recovered;totalTestResults;totalTestsViral
18341.0;29;1.0;0.0;0.0;695.0;0.0;80.0;0.0;775.0;0.0
18342.0;29;1.0;0.0;0.0;695.0;0.0;140.0;0.0;835.0;0.0
18343.0;29;1.0;33.0;0.0;1114.0;0.0;207.0;0.0;1321.0;0.0
18344.0;29;1.0;33.0;0.0;1143.0;0.0;249.0;0.0;1392.0;0.0
18345.0;29;1.0;86.0;0.0;1552.0;0.0;320.0;0.0;1872.0;0.0
18346.0;29;2.0;117.0;0.0;1566.0;0.0;377.0;0.0;1943.0;0.0
18347.0;29;6.0;150.0;0.0;2291.0;0.0;485.0;0.0;2776.0;0.0
18348.0;29;8.0;185.0;0.0;2560.0;0.0;579.0;0.0;3139.0;0.0
18349.0;29;13.0;219.0;0.0;2560.0;0.0;663.0;0.0;3223.0;0.0
18350.0;29;14.0;235.0;0.0;2560.0;0.0;758.0;0.0;3318.0;0.0
18351.0;29;16.0;195.0;0.0;2989.0;0.0;847.0;0.0;3836.0;0.0
18352.0;29;20.0;211.0;0.0;3537.0;0.0;937.0;0.0;4474.0;0.0
18265.0;29;22.0;332.0;0.0;3712.0;0.0;1073.0;0.0;4785.0;0.0
18296.0;29;26.0;360.0;0.0;4753.0;0.0;1177.0;0.0;5930.0;0.0
18325.0;29;29.0;420.0;0.0;4753.0;0.0;1358.0;0.0;6111.0;0.0
18356.0;29;35.0;436.0;0.0;5133.0;0.0;1455.0;0.0;6588.0;0.0
18386.0;29;43.0;475.0;0.0;5580.0;0.0;1638.0;0.0;7218.0;0.0
18417.0;29;51.0;475.0;0.0;18632.0;0.0;1738.0;0.0;20370.0;0.0
18447.0;29;59.0;377.0;0.0;18632.0;0.0;1915.0;0.0;20547.0;0.0
18478.0;29;67.0;410.0;0.0;18632.0;0.0;2003.0;0.0;20635.0;0.0
18509.0;29;76.0;441.0;0.0;18632.0;0.0;2260.0;0.0;20892.0;0.0
18539.0;29;82.0;482.0;0.0;18632.0;0.0;2469.0;0.0;21101.0;0.0
18570.0;29;93.0;528.0;0.0;18632.0;0.0;2642.0;0.0;21274.0;0.0
18600.0;29;96.0;548.0;0.0;18632.0;0.0;2781.0;0.0;21413.0;0.0
18365.0;29;98.0;549.0;0.0;28042.0;0.0;2942.0;0.0;30984.0;0.0
18366.0;29;111.0;596.0;0.0;34791.0;0.0;3087.0;0.0;37878.0;0.0
18367.0;29;122.0;645.0;0.0;34791.0;0.0;3360.0;0.0;38151.0;0.0
18368.0;29;129.0;682.0;0.0;34791.0;0.0;3624.0;0.0;38415.0;0.0
18369.0;29;140.0;736.0;0.0;34791.0;0.0;3793.0;0.0;38584.0;0.0
18370.0;29;152.0;782.0;0.0;34791.0;0.0;3974.0;0.0;38765.0;0.0
18371.0;29;159.0;808.0;0.0;34791.0;0.0;4274.0;0.0;39065.0;0.0
18372.0;29;169.0;819.0;0.0;46922.0;0.0;4512.0;0.0;51434.0;0.0
18373.0;29;183.0;858.0;0.0;47648.0;0.0;4716.0;0.0;52364.0;0.0
18374.0;29;193.0;910.0;0.0;48941.0;0.0;4894.0;0.0;53835.0;0.0
18375.0;29;201.0;946.0;0.0;50236.0;0.0;5153.0;0.0;55389.0;0.0
18376.0;29;209.0;970.0;0.0;50236.0;0.0;5434.0;0.0;55670.0;0.0
18377.0;29;221.0;996.0;0.0;53239.0;0.0;5718.0;0.0;58957.0;0.0
18378.0;29;227.0;1001.0;0.0;54877.0;0.0;5911.0;0.0;60788.0;0.0
18379.0;29;229.0;1060.0;0.0;57368.0;0.0;6094.0;0.0;63462.0;0.0
18380.0;29;239.0;1088.0;0.0;58070.0;0.0;6342.0;0.0;64412.0;0.0
18381.0;29;250.0;1126.0;0.0;59525.0;0.0;6569.0;3413.0;66094.0;0.0
18382.0;29;261.0;1175.0;0.0;59525.0;0.0;6815.0;3413.0;66340.0;0.0
18266.0;29;281.0;1226.0;0.0;64336.0;0.0;7212.0;3413.0;71548.0;0.0
18297.0;29;291.0;1265.0;0.0;67034.0;0.0;7441.0;3413.0;74475.0;0.0
18326.0;29;303.0;1298.0;0.0;70043.0;0.0;7550.0;3413.0;77593.0;0.0
18357.0;29;310.0;1316.0;0.0;71800.0;0.0;7877.0;4421.0;79677.0;0.0
18387.0;29;342.0;1352.0;0.0;72101.0;0.0;8207.0;4421.0;80308.0;0.0
18418.0;29;374.0;1392.0;0.0;72101.0;0.0;8424.0;4421.0;80525.0;0.0
18448.0;29;396.0;1442.0;0.0;72101.0;0.0;8686.0;4421.0;80787.0;0.0
18479.0;29;409.0;1478.0;0.0;72101.0;0.0;9090.0;4421.0;81191.0;0.0
18510.0;29;421.0;1512.0;0.0;72101.0;0.0;9378.0;4421.0;81479.0;90472.0
18540.0;29;430.0;1531.0;0.0;72101.0;0.0;9501.0;4421.0;81602.0;91999.0
18571.0;29;435.0;1546.0;0.0;86211.0;0.0;9674.0;6268.0;95885.0;95885.0
18601.0;29;457.0;1582.0;0.0;87784.0;0.0;9908.0;6268.0;97692.0;97692.0
18395.0;29;465.0;1616.0;0.0;89958.0;0.0;10090.0;6268.0;100048.0;100048.0
18396.0;29;480.0;1667.0;0.0;94843.0;0.0;10483.0;6268.0;105326.0;105326.0
18397.0;29;493.0;1712.0;0.0;96022.0;0.0;10801.0;6268.0;106823.0;106823.0
18398.0;29;510.0;1748.0;0.0;97353.0;0.0;11123.0;6268.0;108476.0;108476.0
